"Day","Susceptible","New Infections","Exposed","Infected","Hospitalized","Critical","Recovered","Dead","date","Cases"
229,9862223.46078242,6328.35225210705,26948.8661379783,35034.4259907737,522.588340865933,422.526151751177,8878697.99591195,7939.34955951979,2020-11-15,7273.46674472416
230,9856319.36474283,5904.0960395833,25153.2861304396,32724.266030522,488.534766242406,397.832732605476,8888742.45326003,7963.47521258967,2020-11-16,6790.46353843119
231,9850811.61901426,5507.74572857346,23474.3786717008,30561.1289140496,456.596834896277,374.399547547633,8898124.88906065,7986.20083215941,2020-11-17,6338.74211101737
232,9845674.08281188,5137.5362023825,21904.9495326047,28536.3431284966,426.65634010478,352.181793273588,8906887.40240745,8007.59686145193,2020-11-18,5916.37433576086
233,9840882.27813472,4791.80467715953,20438.19719419,26641.6592420613,398.599963869341,331.134059598192,8915069.61293455,8027.73134627423,2020-11-19,5521.53870062707
234,9836413.29210471,4468.98603001086,19067.6983057357,24869.2415123257,372.319311108083,311.210650379991,8922708.7811036,8046.66988740024,2020-11-20,5152.51599149893
235,9832245.68394661,4167.60815810181,17787.3926567508,23211.6577373567,347.710902116184,292.365867976955,8929839.92615256,8064.47561189685,2020-11-21,4807.68492819495
236,9828359.39654534,3886.28740126216,16591.5678652878,21661.8677127766,324.676129788579,274.55426340768,8936495.94119731,8081.20916134347,2020-11-22,4485.51779445842
237,9824735.67249089,3623.72405445003,15474.8439534866,20213.2106120454,303.12118742673,257.730854473488,8942707.70508193,8096.92869500586,2020-11-23,4184.57609635025
238,9821356.9744998,3378.69799109453,14432.1579534493,18859.3915653891,282.956972316392,241.851314132925,8948504.19066403,8111.68990614318,2020-11-24,3903.50627754385
239,9818206.91008606,3150.06441373885,13458.7486620791,17594.4676749985,264.098969670164,226.872131418764,8953912.56930128,8125.54604974853,2020-11-25,3641.03551482778
240,9815270.1603416,2936.74974446058,12550.1416421003,16412.8336701256,246.467120979195,212.750747155213,8958958.31137315,8138.54798014598,2020-11-26,3395.96761259499
241,9812532.41267742,2737.74766417976,11702.1345478085,15309.2073753005,229.985680313356,199.44566667567,8963665.28273075,8150.74419699003,2020-11-27,3167.17901116879
242,9809980.29737031,2552.11530710862,10910.7828379141,14278.6151378436,214.583061648185,186.916551664233,8968055.83701755,8162.18089833394,2020-11-28,2953.61492042103
243,9807601.32775612,2378.96961418779,10172.3859238662,13316.3773369015,200.191679878812,175.124293151951,8972150.90384579,8172.90203955041,2020-11-29,2754.28558721856
244,9805383.84390879,2217.48384733631,9483.47379004864,12418.094075136,186.747787804097,164.031067595571,8975970.07284889,8182.94939700172,2020-11-30,2568.26270273598
245,9803316.95964412,2066.88426466591,8840.79411199109,11579.6311357011,174.191311026265,153.600377855691,8979531.6736591,8192.36263546374,2020-12-01,2394.67595354787
246,9801390.51268869,1926.44695543024,8241.29989004079,10797.1062710015,162.465682409918,143.797080775833,8982852.85188393,8201.17937841137,2020-12-02,2232.70971861599
247,9799595.01785634,1795.49483235524,7682.13760860115,10066.875875711,151.517677476943,134.587402946374,8985949.64117382,8209.43528036877,2020-12-03,2081.59991277856
248,9797921.62307824,1673.39477809426,7160.63592490018,9385.52208442686,141.29725187775,125.938946119667,8988837.03148908,8217.16410061856,2020-12-04,1940.63097609167
249,9796362.0681364,1559.55494183748,6674.29488614886,8749.84032392642,131.757381871929,117.820683626672,8991529.03368563,8224.39777764766,2020-12-05,1809.13300733608
250,9794908.64595485,1453.42218155458,6220.77566975397,8156.82734111124,122.853908570182,110.202949032303,8994038.74054816,8231.16650378557,2020-12-06,1686.47903915707
251,9793554.16630791,1354.47964693561,5797.89083783965,7603.66972017029,114.545386531714,103.0574181576,8996378.38440509,8237.49879956201,2020-12-07,1572.08245162492
252,9792291.92181011,1262.2444977989,5403.59509459925,7087.73289613131,106.792937174901,96.3570854924485,8998559.39146437,8243.42158737668,2020-12-08,1465.39452046625
253,9791115.65605758,1176.2657525369,5035.97653284963,6606.55066664097,99.5601073416682,90.0762359235044,9000592.43301079,8248.96026413328,2020-12-09,1365.90209580207
254,9790019.53379652,1096.12226105477,4693.24835450851,6157.81519939471,92.8127332555949,84.1904126086219,9002487.47360643,8254.13877254437,2020-12-10,1273.12540691898
255,9788998.11299991,1021.42079661008,4373.74104848951,5739.36752900877,86.5188100283695,78.6763817415951,9004253.81643522,8258.97967086228,2020-12-11,1186.61598838004
256,9788046.31873894,951.794260971006,4075.89500864244,5349.18853418452,80.6483667971166,73.5120948695736,9005900.14593099,8263.50420083543,2020-12-12,1105.9547226377
257,9787159.41874158,886.899997366179,3798.25357380338,4985.39038366584,75.1733475146988,68.6766493500232,9007434.56782562,8267.73235372858,2020-12-13,1030.7499942309
258,9786333.00053578,826.41820579233,3539.45647170953,4646.20843765167,70.0674973649122,64.1502474645228,9008864.64675101,8271.68293428054,2020-12-14,960.635950621765
259,9785562.95008042,770.050455368463,3298.23364843543,4329.99358992342,65.306254733241,59.9141546428254,9010197.44152461,8275.37362250393,2020-12-15,895.270864744529
260,9784845.43179184,717.518288571092,3073.39946508262,4035.20503491777,60.8666486303492,55.9506571922739,9011439.53824433,8278.82103325878,2020-12-16,834.335594393715
261,9784176.8698795,668.561912348591,2863.84724367235,3760.4034432615,56.7272014387069,52.2430198745807,9012597.08131396,8282.04077355564,2020-12-17,777.532133661878
262,9783553.93090821,622.938971289236,2668.54414452267,3504.24452883701,52.8678368317584,48.7754436239007,9013675.80251567,8285.04749756497,2020-12-18,724.582251744895
263,9782973.50751,580.423398203148,2486.52635781404,3265.47299022271,49.2697926990061,45.5330236567304,9014681.04824154,8287.85495932706,2020-12-19,675.226214558885
264,9782432.70317233,540.804337669737,2316.89459254076,3042.91680931197,45.915538898581,42.5017081851755,9015617.80499082,8290.47606317286,2020-12-20,629.221584753494
265,9781928.81803404,503.8851382968,2158.80984659252,2835.48189002704,42.7886996506591,39.6682579102208,9016490.72323517,8292.9229118787,2020-12-21,586.34209585768
266,9781459.3356244,469.482409632692,2011.48944229626,2642.14702028099,39.8739803799016,37.0202064405192,9017304.13974887,8295.20685258935,2020-12-22,546.376596453113
267,9781021.91048454,437.425139867323,1874.20331236137,2461.95914067659,37.157098812449,34.5458217545879,9018062.09849657,8297.33852055288,2020-12-23,509.12806043436
268,9780614.35661389,407.553870649438,1746.27052180064,2294.02890384717,34.6247201324677,32.2340687998772,9018768.37016607,8299.32788071871,2020-12-24,474.412659581783
269,9780234.63668835,379.719925535681,1627.05601203721,2137.52650882023,32.2643960044488,30.0745733006822,9019426.47042949,8301.18426725602,2020-12-25,442.058894840812
270,9779880.85199958,353.784688770268,1515.96755404626,1991.6777953078,30.0645072700855,28.0575868280416,9020039.67701117,8302.91642105484,2020-12-26,411.906782868395
271,9779551.23306831,329.618931272018,1412.45289801478,1855.76058338287,28.0142101323185,26.1739531683593,9020611.04563698,8304.5325252757,2020-12-27,383.807094572696
272,9779244.13088743,307.102180877456,1315.99710762731,1729.10124457962,26.1033856438105,24.4150760132638,9021143.42493495,8306.04023901665,2020-12-28,357.62064253453
273,9778958.00875338,286.122134054321,1226.12006769783,1611.07149104664,24.3225923224819,22.7728879809722,9021639.47035367,8307.44672916794,2020-12-29,333.217614357775
274,9778691.43464692,266.574106458821,1142.37415446409,1501.08536997985,22.6630217226417,21.239820968943,9022101.65716068,8308.75870052636,2020-12-30,310.476949150405
275,9778443.07412706,248.360519862195,1064.34205843873,1398.59645115858,21.1164567965333,19.808777828704,9022532.29257974,8309.98242424097,2020-12-31,289.285754487432
276,9778211.68370394,231.390423117562,991.634750269698,1303.09519600026,19.6752328876556,18.4731053462542,9022933.52712215,8311.12376466264,2021-01-01,269.538761351472
277,9777996.10465896,215.579044976565,923.889580600168,1214.10649713111,18.3322012039242,17.2265685052022,9023307.36516419,8312.18820466859,2021-01-02,251.137814685691
278,9777795.25728226,200.847376697128,860.768505433279,1131.18737803935,17.0806946255045,16.0633260046798,9023655.67481936,8313.18086953259,2021-01-03,233.991397327312
279,9777608.13549976,187.121782508783,801.956429000905,1053.92484293178,15.9144957089209,14.9779069999214,9023980.19715145,8314.10654941013,2021-01-04,218.014185217625
280,9777433.80186363,174.333636120604,747.159656606406,981.933867450969,14.8278067557565,13.9651890301123,9024282.55477128,8314.96972050613,2021-01-05,203.126631906473
281,9777271.38288207,162.418981569138,696.104450360239,914.855521428302,13.815221820864,13.0203770955736,9024564.2598575,8315.77456499123,2021-01-06,189.254580485575
282,9777120.06466526,151.318216809804,648.535681153945,852.355215346355,12.8717005414693,12.1389838444669,9024826.72163939,8316.52498973069,2021-01-07,176.32890119574
283,9776979.0888667,140.975798555564,604.215570623087,794.121062661718,11.9925436748428,11.3168108278939,9025071.25337688,8317.22464388781,2021-01-08,164.285153058301
284,9776847.74889974,131.339966961143,562.922517233571,739.862350596422,11.1733702383026,10.5499307814347,9025299.07887121,8317.87693546161,2021-01-09,153.06326798088
285,9776725.3864109,122.362488840256,524.450000989114,689.308112442196,10.4100961512038,9.83467089076884,9025511.33853707,8318.48504681643,2021-01-10,142.607255882228
286,9776611.38799271,113.998418187171,488.605561600981,642.20579483707,9.69891428422113,9.16759699897181,9025709.09506557,8319.05194925862,2021-01-11,132.864929470363
287,9776505.18211986,106.205872852867,455.209845285394,598.320013868588,9.03627582666581,8.54549871333471,9025893.33870499,8319.58041671337,2021-01-12,123.787647392867
288,9776406.23629356,98.9458263002663,424.095715659774,557.431394232501,8.41887288776737,7.96537537006184,9026064.992185,8320.07303855237,2021-01-13,115.330074558096
289,9776314.05438013,92.1819134327218,395.107424497104,519.335486030769,7.84362225280944,7.42442281591629,9026224.91530792,8320.53223162065,2021-01-14,107.449958501447
290,9776228.17413057,85.8802495553825,368.099838368998,483.841754128514,7.30765021972829,6.92002096677209,9026373.9092295,8320.96025150887,2021-01-15,100.107920741883
291,9776148.16486898,80.0092615904854,342.93771746317,450.772635307011,6.80827844627051,6.44972210405755,9026512.72044984,8321.35920311491,2021-01-16,93.2672621408135
292,9776073.62533826,74.5395307251959,319.495043100906,419.962658749389,6.34301074206528,6.01123987120945,9026642.04453401,8321.73105053665,2021-01-17,86.8937813384706
293,9776004.18169253,69.4436457246153,297.654390705407,391.257625678261,5.90952074400211,5.60243893347683,9026762.52958033,8322.07762633556,2021-01-18,80.9556054020943
294,9775939.48562634,64.696066193149,277.306345183396,364.513844230701,5.50564041712382,5.22132526569384,9026874.77945362,8322.40064020881,2021-01-19,75.4230318759667
295,9775879.21263122,60.2729951147972,258.348955880849,339.597415906555,5.12934932685375,4.86603703396466,9026979.35679878,8322.70168710556,2021-01-20,70.2683814756156
296,9775823.06037118,56.1522600472827,240.68722845979,316.383570161711,4.77876463178351,4.53483603855367,9027076.78584997,8322.98225482115,2021-01-21,65.4658607176198
297,9775770.74716879,52.3132023864295,224.232651217511,294.756043939534,4.45213174946061,4.22609968663709,9027167.55504878,8323.24373110123,2021-01-22,60.9914338225272
298,9775722.01059463,48.7365741560367,208.90275353305,274.606503141664,4.14781565064275,3.93831346493588,9027252.11948455,8323.48741028591,2021-01-23,56.8227032716153
299,9775676.60615282,45.404441814807,194.620694278728,255.834003234716,3.86429274033547,3.67006388360504,9027330.90316878,8323.7144995225,2021-01-24,52.9387984387475
300,9775634.30605621,42.3000966058449,181.314878177902,238.344486372658,3.60014328661025,3.42003186409208,9027404.30115477,8323.9261245736,2021-01-25,49.3202717565472
301,9775594.89808521,39.4079710059803,168.918598224106,222.050312586434,3.35404436071977,3.18698654499144,9027472.68151309,8324.12333524608,2021-01-26,45.9490019116915
302,9775558.18452434,36.713560861836,157.369702402221,206.869822753445,3.12476325439369,2.96977948120629,9027536.38717256,8324.30711046457,2021-01-27,42.808103597436
303,9775523.98117152,34.2033528272736,146.610283069611,192.726931210381,2.91115134241982,2.76733921297956,9027595.7376359,8324.4783630121,2021-01-28,39.881843382673
304,9775492.11641477,31.8647567427408,136.58638746486,179.550746014128,2.71213836069998,2.57866618256989,9027651.03057851,8324.637943959,2021-01-29,37.1555612860107
305,9775462.43037215,29.6860426212269,127.247747914245,167.275214987776,2.52672707192413,2.40282797752109,9027702.54333836,8324.78664679992,2021-01-30,34.6155976706721
306,9775434.77409022,27.65628192811,118.547530401929,155.838795812473,2.35398829283853,2.23895488060578,9027750.53430433,8324.92521131762,2021-01-31,32.2492251015543
307,9775409.00879736,25.7652928632633,110.442100259342,145.184148541663,2.19305625879958,2.08623570761205,9027795.24420994,8325.0543271912,2021-02-01,30.0445848296749
308,9775385.00520799,24.0035893734668,102.89080381287,135.257849022502,2.0431243029124,1.94391391518689,9027836.89733885,8325.17463736512,2021-02-02,27.9906275915661
309,9775362.64287435,22.3623336415413,95.8557649070512,126.010121810502,1.90344082855768,1.81128396194986,9027875.70264821,8325.28674119457,2021-02-03,26.0770584320489
310,9775341.80958253,20.8332918157615,89.3016952934108,117.394591258044,1.77330555551811,1.68768790704742,9027911.85481533,8325.3911973817,2021-02-04,24.2942852783271
311,9775322.40078977,19.4087927591045,83.1957179431689,109.368049545836,1.65206602123312,1.57251223122985,9027945.53521303,8325.48852671624,2021-02-05,22.6333710115675
312,9775304.31910016,18.0816896128136,77.5072024055926,101.890240509025,1.53911431994213,1.46518486640233,9027976.91281837,8325.57921463338,2021-02-06,21.085988799158
313,9775287.47377618,16.8453239826827,72.2076113931039,94.923658186792,1.43388406362837,1.36517242042815,9028006.14505942,8325.66371360082,2021-02-07,19.6443804667392
314,9775271.78028361,15.693492569455,67.2703578296127,88.4333590963908,1.33584754975198,1.27197758474762,9028033.37860425,8325.74244534616,2021-02-08,18.3013177039546
315,9775257.15986753,14.620416076846,62.6706716502064,82.3867872998362,1.24451312176664,1.18513671312099,9028058.75009601,8325.81580293519,2021-02-09,17.0500659117337
316,9775243.53915729,13.6207102420018,58.385475688529,76.7536113943088,1.15942270935449,1.10421756051032,9028082.38683791,8325.88415271086,2021-02-10,15.8843505118666
317,9775230.84979844,12.6893588437396,54.3932700331502,71.5055726159808,1.08014953619167,1.02881717178322,9028104.40743136,8325.94783610213,2021-02-11,14.7983255517145
318,9775219.02810989,11.8216885537501,50.6740242761736,66.6163433017114,1.00629598387685,0.958559910553991,9028124.92237059,8326.00717131133,2021-02-12,13.7865444481809
319,9775208.01476439,11.0133455050987,47.2090771164587,62.0613950041457,0.937491601421013,0.893095619074731,9028144.03459665,8326.06245488807,2021-02-13,12.8439327255944
320,9775197.75449092,10.2602734609138,43.9810428163246,57.8178756034201,0.873391250411373,0.832097900653196,9028161.84001357,8326.11396319722,2021-02-14,11.9657626119784
321,9775188.19579745,9.55869347411295,40.9737240446359,53.8644948031537,0.813673376629736,0.775262516605928,9028178.42796928,8326.16195378797,2021-02-15,11.1476293673486
322,9775179.29071251,8.90508493644577,38.1720306709075,50.1814174398941,0.758038399528412,0.722305890256755,9028193.88170367,8326.20666667067,2021-02-16,10.3854292262309
323,9775170.99454459,8.29616792205917,35.5619041046582,46.7501640738953,0.706207211548051,0.672963710963052,9028208.27876606,8326.2483255075,2021-02-17,9.67533884457027
324,9775163.26565786,7.72888673724221,33.1302468018376,43.5535183652023,0.657919779804124,0.626989631596774,9028221.6914041,8326.28713872268,2021-02-18,9.01379614864311
325,9775156.06526326,7.20039459402742,30.8648565858742,40.5754407726915,0.612933843174849,0.584154053325595,9028234.18692621,8326.32330053781,2021-02-19,8.39748249052786
326,9775149.35722393,6.70803933093325,28.754365454882,37.8009881451121,0.571023698295402,0.544242991932743,9028245.8280391,8326.35699193706,2021-02-20,7.82330602116139
327,9775143.10787382,6.24935010936061,26.7881825689179,35.2162388024616,0.531979068403712,0.507057020283773,9028256.67316241,8326.38838156721,2021-02-21,7.2883861980481
328,9775137.2858488,5.82202501902936,24.9564411320313,32.8082227333268,0.495604049393828,0.47241028189562,9028266.77672169,8326.41762657662,2021-02-22,6.79003935031881
329,9775131.86192927,5.42391953038208,23.249948903274,30.5648565592847,0.461716127816015,0.440129570889217,9028276.18942143,8326.44487339751,2021-02-23,6.32576522908731
330,9775126.80889354,5.05303573611574,21.6601420889543,28.4748829411917,0.430145265919983,0.410053473912807,9028284.95849948,8326.47025847517,2021-02-24,5.89323447594853
331,9775122.10138121,4.70751232794661,20.1790423852968,26.5278141243197,0.400733049170853,0.382031569909955,9028293.12796398,8326.4939089477,2021-02-25,5.49027694702741
332,9775117.71576595,4.38561525839029,18.7992169564083,24.7138793399278,0.373331891978115,0.355923683875286,9028300.73881416,8326.5159432797,2021-02-26,5.11487083424369
333,9775113.63003691,4.08572904076541,17.5137411471144,23.0239758000894,0.347804297667538,0.331599190993103,9028307.82924606,8326.53647185297,2021-02-27,4.76513252942605
334,9775109.82368826,3.80634864382213,16.3161637438999,21.4496230405222,0.324022168996039,0.308936367790328,9028314.43484416,8326.55559751701,2021-02-28,4.4393071806085
335,9775106.27761632,3.54607194037247,15.2004746099249,19.9829203828777,0.301866165761347,0.28782178715647,9028320.58875989,8326.57341610225,2021-03-01,4.13575989329028
336,9775102.97402365,3.3035926720722,14.1610745319613,18.6165073035248,0.281225106293003,0.268149754290591,9028326.32187801,8326.59001689833,2021-03-02,3.85296753265579
337,9775099.89632976,3.07769389508805,13.1927471281572,17.3435265103765,0.261995409830087,0.249821780829209,9028331.66297157,8326.60548309993,2021-03-03,3.58951108574734
338,9775097.02908788,2.8672418737915,12.2906326758487,16.1575895428422,0.244080576995032,0.232746094590659,9028336.63884627,8326.61989222224,2021-03-04,3.34406854537719
339,9775094.35790749,2.67118039186446,11.4502037282448,15.0527447225964,0.22739070576301,0.216837182541281,9028341.27447494,8326.63331648821,2021-03-05,3.11540828016875
340,9775091.86938204,2.48852545229239,10.6672423977672,14.0234472946095,0.211842040503643,0.202015364747727,9028345.59312293,8326.64582318941,2021-03-06,2.90238285754376
341,9775089.5510217,2.31836033966873,9.93781919216894,13.0645316088385,0.197356551836927,0.188206397228276,9028349.61646479,8326.65747502242,2021-03-07,2.70392328873393
342,9775087.39119068,2.15983102004955,9.25827329733085,12.1711852031824,0.183861545199248,0.175341101755002,9028353.36469303,8326.66833040221,2021-03-08,2.5190336670038
343,9775085.37904882,2.01214185528874,8.62519420787983,11.3389246578211,0.171289296158862,0.163355020788532,9028356.8566195,8326.67844375429,2021-03-09,2.34678617223613
344,9775083.50449721,1.87455161035981,8.03540461352392,10.5635730999197,0.159576710653914,0.152188095848524,9028360.10976974,8326.68786578686,2021-03-10,2.18631641686225
345,9775081.75812748,1.74636973363909,7.48594445528892,9.84123924594143,0.148665008450738,0.141784367736461,9028363.14047096,8326.69664374454,2021-03-11,2.03681910982629
346,9775080.13117459,1.62695289149274,6.97405607170313,9.16829787651063,0.138499428236296,0.132091697133344,9028365.96393395,8326.7048216447,2021-03-12,1.89754401686238
347,9775078.61547285,1.51570173978527,6.49717036043778,8.5413716459387,0.129028952866861,0.123061504193876,9028368.59432945,8326.71244049776,2021-03-13,1.76779219684601
348,9775077.20341493,1.41205791611461,6.05289388599955,7.95731413521152,0.120206053395943,0.114648525851238,9028371.04485922,8326.71953851242,2021-03-14,1.64691249536179
349,9775075.88791369,1.31550123768553,5.63899686881295,7.41319406346398,0.111986450598393,0.1068105896329,9028373.32782231,8326.72615128698,2021-03-15,1.53429827791682
350,9775074.6623666,1.2255470907643,5.25340199544813,6.90628057877106,0.104328892795278,0.0995084028685878,9028375.4546768,8326.73231198752,2021-03-16,1.42938438642817
351,9775073.52062261,1.14174399861808,4.89417399386577,6.43402955449226,0.0971949488656746,0.0927053562468054,9028377.43609729,8326.73805151398,2021-03-17,1.33164430373056
352,9775072.45695125,1.06367135573743,4.55950992138607,5.99407082244473,0.0905488154076421,0.0863673407466186,9028379.28202846,8326.74339865493,2021-03-18,1.24058751189169
353,9775071.46601393,0.99093731697455,4.24773011666188,5.58419627887524,0.084357137081449,0.0804625770370106,9028381.00173499,8326.74838023172,2021-03-19,1.15575703109301
354,9775070.5428371,0.92317683100648,3.95726977026561,5.20234880357529,0.0785888392342054,0.0749614564973677,9028382.60384806,8326.75302123287,2021-03-20,1.07672712673805
355,9775069.68278729,0.860049808256419,3.68667107160121,4.84661193655964,0.0732149719665595,0.0698363930697999,9028384.09640865,8326.75734493924,2021-03-21,1.00310117329278
356,9775068.88154788,0.801239414080895,3.43457589274271,4.51520026052582,0.068208564859455,0.0650616852073307,9028385.48690794,8326.76137304067,2021-03-22,0.934509664147681
357,9775068.1350974,0.746450478658619,3.19971897249353,4.20645044085047,0.063544491632368,0.0606133872317513,9028386.78232482,8326.76512574465,2021-03-23,0.870608357522738
358,9775067.43968938,0.695408015602396,2.98092156646929,3.91881287817514,0.0591993440542119,0.0564691894613587,9028387.98916102,8326.76862187762,2021-03-24,0.811076549117966
359,9775066.79183354,0.6478558418608,2.77708553134431,3.6508439317055,0.0551513144744796,0.0526083065121069,9028389.11347365,8326.77187897929,2021-03-25,0.755615462847387
360,9775066.18827825,0.603555291984468,2.58718781357981,3.4011986742098,0.0513800863853995,0.0490113732161,9028390.16090567,8326.77491339054,2021-03-26,0.703946751585967
361,9775065.62599423,0.562284020305246,2.4102753149802,3.16862414236866,0.0478667324661451,0.0456603476390428,9028391.13671416,8326.77774033539,2021-03-27,0.655811100410434
362,9775065.10215935,0.523834885017511,2.24546010931472,2.95195304861243,0.0445936195976476,0.0425384207134086,9028392.04579672,8326.78037399722,2021-03-28,0.610966925328568
363,9775064.61414444,0.488014908561844,2.09191498600223,2.75009792289694,0.0415443203715122,0.0396299320368685,9028392.89271607,8326.78282758998,2021-03-29,0.569189160970224
364,9775064.15950013,0.454644309094095,1.94886929849799,2.56204565502468,0.0387035306491008,0.0369202914160945,9028393.68172293,8326.78511342433,2021-03-30,0.530268131159291
365,9775063.73594453,0.423555598179532,1.81560509654985,2.38685241012758,0.036056992757186,0.0343959057645573,9028394.41677736,8326.78724296945,2021-03-31,0.494008496701275
